Point_Group;MaxEStateIndex;MinEStateIndex;MaxAbsEStateIndex;MinAbsEStateIndex;qed;MolWt;HeavyAtomMolWt;ExactMolWt;NumValenceElectrons;NumRadicalElectrons;MaxPartialCharge;MinPartialCharge;MaxAbsPartialCharge;MinAbsPartialCharge;FpDensityMorgan1;FpDensityMorgan2;FpDensityMorgan3;BalabanJ;BertzCT;Chi0;Chi0n;Chi0v;Chi1;Chi1n;Chi1v;Chi2n;Chi2v;Chi3n;Chi3v;Chi4n;Chi4v;HallKierAlpha;Ipc;Kappa1;Kappa2;Kappa3;LabuteASA;PEOE_VSA1;PEOE_VSA10;PEOE_VSA11;PEOE_VSA12;PEOE_VSA13;PEOE_VSA14;PEOE_VSA2;PEOE_VSA3;PEOE_VSA4;PEOE_VSA5;PEOE_VSA6;PEOE_VSA7;PEOE_VSA8;PEOE_VSA9;SMR_VSA1;SMR_VSA10;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;SMR_VSA8;SMR_VSA9;SlogP_VSA1;SlogP_VSA10;SlogP_VSA11;SlogP_VSA12;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;EState_VSA1;EState_VSA10;EState_VSA11;EState_VSA2;EState_VSA3;EState_VSA4;EState_VSA5;EState_VSA6;EState_VSA7;EState_VSA8;EState_VSA9;VSA_EState1;VSA_EState10;VSA_EState2;VSA_EState3;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState8;VSA_EState9;FractionCSP3;HeavyAtomCount;NHOHCount;NOCount;NumAliphaticCarbocycles;NumAliphaticHeterocycles;NumAliphaticRings;NumAromaticCarbocycles;NumAromaticHeterocycles;NumAromaticRings;NumHAcceptors;NumHDonors;NumHeteroatoms;NumRotatableBonds;NumSaturatedCarbocycles;NumSaturatedHeterocycles;NumSaturatedRings;RingCount;MolLogP;MolMR;fr_Al_COO;fr_Al_OH;fr_Al_OH_noTert;fr_ArN;fr_Ar_COO;fr_Ar_N;fr_Ar_NH;fr_Ar_OH;fr_COO;fr_COO2;fr_C_O;fr_C_O_noCOO;fr_C_S;fr_HOCCN;fr_Imine;fr_NH0;fr_NH1;fr_NH2;fr_N_O;fr_Ndealkylation1;fr_Ndealkylation2;fr_Nhpyrrole;fr_SH;fr_aldehyde;fr_alkyl_carbamate;fr_alkyl_halide;fr_allylic_oxid;fr_amide;fr_amidine;fr_aniline;fr_aryl_methyl;fr_azide;fr_azo;fr_barbitur;fr_benzene;fr_benzodiazepine;fr_bicyclic;fr_diazo;fr_dihydropyridine;fr_epoxide;fr_ester;fr_ether;fr_furan;fr_guanido;fr_halogen;fr_hdrzine;fr_hdrzone;fr_imidazole;fr_imide;fr_isocyan;fr_isothiocyan;fr_ketone;fr_ketone_Topliss;fr_lactam;fr_lactone;fr_methoxy;fr_morpholine;fr_nitrile;fr_nitro;fr_nitro_arom;fr_nitro_arom_nonortho;fr_nitroso;fr_oxazole;fr_oxime;fr_para_hydroxylation;fr_phenol;fr_phenol_noOrthoHbond;fr_phos_acid;fr_phos_ester;fr_piperdine;fr_piperzine;fr_priamide;fr_prisulfonamd;fr_pyridine;fr_quatN;fr_sulfide;fr_sulfonamd;fr_sulfone;fr_term_acetylene;fr_tetrazole;fr_thiazole;fr_thiocyan;fr_thiophene;fr_unbrch_alkane;fr_urea
1;12.90593742;-2.250803939;12.90593742;0.301697531;0.053144665;739.674;718.506;740.0787597;205;4;0.005056859;-0.076721686;0.076721686;0.005056859;0.575;0.95;1.275;1.9E-07;1260.972838;28.74406544;20.60306626;24.21330153;19.45159616;11.54473483;15.20964591;7.632845762;11.48465449;5.072899705;8.325276974;3.3052374;6.190556038;-3.017662338;1144465307;31.50919812;16.94133146;9.003984295;239.1604739;0;0;0;0;0;94.588747;0;0;0;0;115.2995865;23.83520778;6.420821623;0;49.21865164;23.83520778;0;4.1136577;0;0;0;162.9768457;0;0;20.02727739;21.95207524;0;7.921588092;0;27.2665764;42.11380779;5.563451492;115.2995865;0;0;0;43.23;61.16997782;27.15932826;0;0;6.606881965;0;15.91361969;0;30.72490205;98.56965307;0;70.17016503;-2.060474301;0;13.82433317;-1.225648148;-10.42701772;32.32589506;10;0.301697531;-0.445987654;0;40;0;3;1;0;1;4;0;4;1;0;10;7;0;0;0;5;6.53248;141.2675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;12.25474233;-2.637506929;12.25474233;0.218425926;0.098443575;819.919;782.623;820.1907912;233;3;-0.013435688;-0.062222468;0.062222468;0.013435688;0.489361702;0.829787234;1.191489362;1.76917E-07;1677.995652;32.0995903;25.96524965;30.57548491;23.33083114;15.66697976;22.93646216;10.86542417;23.32440856;7.820897951;23.1820809;5.687813662;22.19346264;-3.757662338;1.14077E+11;33.15494891;17.40972132;8.589590692;287.1448706;0;0;0;0;0;174.2425778;0;0;0;0;90.99550603;23.83520778;0;0;22.21248203;42.36587567;0;4.1136577;0;8.522732237;0;211.858544;0;0;30.63635718;0;0;15.84317618;0;22.21248203;0;9.695361812;206.2950925;4.390821916;0;0;34;32.84840519;5.207253025;0;8.522732237;0;0;32.08615097;0;6.066367068;204.3423831;0;4.31757842;-2.637506929;0;19.13809267;1.265077685;0;64.35996908;8.479083312;0;-1.663034979;0.047619048;47;0;2;1;0;1;6;0;6;0;0;5;10;0;0;0;7;8.3928;199.6485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10.83327432;-2.589677224;10.83327432;0.12376391;0.146842117;677.778;647.538;678.1571689;187;3;-0.013435688;-0.062222468;0.062222468;0.013435688;0.72972973;1.189189189;1.594594595;1.73333E-07;1142.584416;25.71068525;20.72975176;24.33998702;18.27951954;12.20006892;17.43295252;8.183047862;15.18673604;5.687649709;12.19003483;3.758243118;9.132908465;-2.667662338;460360891.9;27.3693542;14.91641241;8.158312409;227.8115098;0;0;0;0;0;114.1977768;0;0;0;0;90.99550603;23.83520778;0;0;26.0454047;23.83520778;0;4.1136577;0;17.73538074;0;157.2988397;0;0;20.02727739;0;0;7.921588092;0;32.46622632;6.606881965;18.05064018;139.5650547;4.390821916;0;0;43.23;25.29925043;5.207253025;0;4.390821916;0;11.98427311;21.47707118;6.606881965;36.43681456;114.1656351;3.460489341;8.935084063;-2.589677224;0;15.02744098;2.275004252;0;40.47181395;8.867975587;3.791679372;-0.445987654;0.09375;37;0;3;1;0;1;4;0;4;1;0;5;9;0;0;0;5;6.53289;150.3055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;12.54756535;-6.678679012;12.54756535;0;0.272917656;618.564;602.436;619.0811813;169;11;-0.411509522;-0.411509522;0.411509522;0.411509522;0.8125;1.15625;1.46875;2.89E-06;1071.850959;22.73937786;16.41188858;19.12769665;14.61614919;8.219056539;14.72186124;6.419537056;16.92326316;4.596597361;14.62064243;3.246537108;11.06801536;-2.937662338;8453499.21;23.71974215;7.582407727;2.797395008;181.9276311;5.476191836;0;0;0;0;176.6853024;0;0;0;0;0;0;0;0;35.60457942;34.90717667;0;19.93591408;0;0;42.42944005;49.28438404;0;0;39.45262987;34.90717667;0;0;39.50744989;30.12838759;28.57677588;0;9.589074368;0;0;0;247.7;25.92733919;24.90865655;0;40.3833685;0;20.40432404;23.89516343;15.2393935;0;19.93591408;11.46733495;1.834988662;-6.678679012;39.90004634;42.34827995;9.753945337;-1.139963981;0;0;2.300767983;2.869503611;0.133333333;32;8;16;0;2;2;0;2;2;10;4;17;5;0;0;0;4;-2.55595;104.3065;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;6;2;2;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10.50577628;-2.410396091;10.50577628;0.190376039;0.172578698;615.707;587.483;616.1415189;165;3;-0.013435688;-0.062222468;0.062222468;0.013435688;0.8125;1.25;1.625;1.95466E-07;845.25582;22.43466436;18.12745746;21.73769273;15.8300298;10.64472148;15.87760508;6.925403519;13.9290917;4.588576262;11.22353501;3.056200037;8.517181916;-1.887662338;31186331.01;24.74883657;14.29930916;7.60938888;199.1193577;0;0;0;0;0;85.22622715;0;0;0;0;90.99550603;23.83520778;0;0;26.0454047;23.83520778;0;4.1136577;0;24.15620236;0;121.9064684;0;0;20.02727739;0;0;7.921588092;0;26.0454047;6.606881965;19.76538045;115.2995865;4.390821916;0;0;43.23;25.29925043;5.207253025;0;4.390821916;0;12.84164325;15.91361969;6.606881965;24.30408043;102.0329009;3.460489341;8.705552721;-2.410396091;0;14.69994294;0;0;32.32589506;9.809169711;3.815823308;-0.445987654;0.148148148;32;0;3;1;0;1;3;0;3;1;0;5;9;0;0;0;4;5.72229;130.2915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;10.12070314;-0.347916037;10.12070314;0.077960089;0.085899995;638.59;603.31;638.1574331;215;6;-0.019509103;-0.062222829;0.062222829;0.019509103;0.465116279;0.790697674;1.11627907;2.06651E-07;1272.594858;29.5306762;23.93992546;26.90920281;21.31399439;14.4387988;18.70198297;9.962762914;15.94215319;7.160278727;13.47137121;5.034847146;11.0011987;-2.600519481;9743710817;31.81273402;17.63296194;9.693596276;266.3693778;0;0;0;0;0;97.19128346;0;0;0;0;121.3273414;49.38515582;0;0;20.38204797;37.06133577;0;4.496429778;0;10.73423238;12.32382005;182.9059147;0;0;25.71458936;0;0;15.84317618;12.32382005;20.38204797;25.68328649;11.48135754;151.6591767;4.816326339;0;0;34;0;5.207253025;0;35.83429747;5.917906046;0;39.10543113;0;18.19910121;163.6397918;0;2.935883724;0.077960089;0.214085412;16.00875261;1.283576153;0.346761149;54.52463184;10.82732925;0;-0.695832074;0.105263158;43;0;2;1;0;1;5;0;5;0;0;5;10;1;0;1;6;7.58906;180.8315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10.72613153;-2.305236626;10.72613153;0.08275463;0.177622896;675.759;643.503;676.1626482;189;3;0.529756065;-0.40850877;0.529756065;0.40850877;0.666666667;0.972222222;1.25;2.23312E-07;1046.989118;26.13118127;21.27274564;24.88298091;17.26711131;11.44999432;17.03825607;8.346265602;14.9791165;6.385013789;13.23497911;3.702372761;8.561171236;-2.447662338;100876713.8;28.12877526;13.19826879;6.85399943;221.8992596;13.57124149;17.2485355;0;0;0;101.1241957;0;0;0;0;54.59730362;36.39820241;0;0;35.78372352;8.602392481;0;4.1136577;0;38.50659234;0;118.6845772;0;17.2485355;17.68489919;0;17.2485355;8.602392481;0;22.21248203;5.39665307;34.618686;113.2879241;3.887906339;0;0;61.69;25.60762149;5.207253025;0;3.887906339;17.2485355;0;22.29241812;0;90.99550603;44.12899677;13.57124149;20.71304847;-2.305236626;0;14.74381671;5.274609053;2.126314878;28.50914746;0;10.61113956;-1.589506173;0.206896552;36;0;5;1;0;1;3;0;3;3;0;7;8;0;0;0;4;8.57639;141.4225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;13.85112591;-6.710790123;13.85112591;0;0.214087102;720.692;692.468;721.091865;197;11;-0.411509522;-0.411509522;0.411509522;0.411509522;0.473684211;0.684210526;0.842105263;3.99999E-06;1090.725079;26.4342842;20.8606385;25.36530096;18.05922444;11.2361874;25.7924518;7.869788818;44.19587459;6.221824757;61.30004421;4.716254015;67.17798464;-1.837662338;273296972.1;30.70025887;12.55893868;4.062822327;225.3650979;5.476191836;0;0;0;0;221.0532895;0;0;0;0;0;0;0;0;43.16782086;32.57533056;0;0;0;0;14.21959508;136.5667349;0;0;21.21815958;0;0;11.35717097;19.69578692;37.69162902;15.2393935;0;121.3273414;0;0;0;109.66;24.68172349;15.31958218;0;5.476191836;21.21815958;0;14.21959508;97.0618731;24.26546827;15.2393935;9.047494323;12.92792265;-6.710790123;0;50.29155108;-7.333061224;0;36.05746403;0;0;2.900246914;0.068965517;38;2;6;0;0;0;4;0;4;2;0;9;11;0;0;0;4;4.42167;147.5643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7;-2.850666336;7;0.894316369;0.658792699;465.452;435.212;465.1586025;167;2;0.031940684;-0.399630244;0.399630244;0.031940684;0.709677419;1.258064516;1.870967742;6.45064E-07;906.3100199;22.43251065;18.32573223;19.5061552;15.17147041;10.00508075;12.02469448;6.772424718;9.823677427;4.93757393;9.055664072;3.612544779;7.727558654;-2.120519481;12807992.54;23.54066679;10.46172897;4.435892965;187.8685237;10.21305479;0;0;0;0;163.8929078;0;0;0;0;0;0;14.21959508;0;31.79186426;5.759164872;0;7.832485822;0;13.8474744;27.30910789;101.7854604;0;0;0;0;0;0;45.35464851;21.57880947;12.14580722;24.97437738;78.51275021;0;5.759164872;0;65.4;13.94043036;0;0;0;0;50.29914214;11.73888014;0;36.39820241;58.09746871;17.8514339;18.15450916;-2.850666336;0;14;3.377533987;0.894316369;21.79144154;5.165595422;6.154769857;2;0.25;31;2;6;0;3;3;2;0;2;6;2;7;2;0;1;1;5;3.77238;117.7476;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;6.400837034;-2.987632748;6.400837034;0;0.483711888;495.048;480.936;492.9088127;147;2;-0.411509522;-0.411509522;0.411509522;0.411509522;0.814814815;1.481481481;2.185185185;1.05125E-06;881.6460535;17.3445705;13.47906131;17.68320007;11.95916411;7.346450296;10.87792191;5.685629678;10.5058208;4.063821456;8.717877034;2.992778822;7.996789482;-0.600519481;757609.2668;21.11661285;7.336420697;3.15433564;179.0184713;10.95238367;0;0;0;0;169.0918451;0;0;0;0;0;0;0;0;32.53119315;46.40375956;0;7.832485822;0;0;13.08951281;80.18727745;0;0;0;0;0;46.40375956;31.87438231;21.57880947;12.52478801;0;67.66248944;0;0;0;87.94;13.94043036;0;0;10.95238367;31.99227667;24.23572187;0;12.15204021;24.89675151;7.832485822;54.04213867;17.01222395;21.97834268;0;2.057090341;1.684340278;0.586715413;0;11.60606483;1.540500283;0;0.125;27;4;6;2;3;5;0;0;0;4;0;11;0;0;1;1;5;3.17868;101.2056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;9.332345679;-0.981481481;9.332345679;0.445987654;0.298096313;583.665;559.473;584.1153041;151;4;0.005056859;-0.076721686;0.076721686;0.005056859;0.666666667;1.033333333;1.233333333;2.39467E-07;807.6290846;21.44310053;16.6418589;20.25209417;14.71954535;9.317231922;13.23132304;5.975091345;11.21858098;3.752759164;7.303111838;2.547954657;5.203816133;-2.107662338;8482615.709;24.16443593;14.8084958;9.141836258;189.7653552;0;0;0;0;0;45.09600471;0;0;0;0;115.2995865;23.83520778;6.420821623;0;23.43365373;23.83520778;0;4.1136577;0;0;0;139.2691014;0;0;20.02727739;0;0;7.921588092;0;23.43365373;13.34455882;0;125.9245425;0;0;0;34;26.1479888;5.207253025;0;0;4.0460204;0;15.91361969;0;30.72490205;108.6118366;0;3.388888889;-0.981481481;0;13.52651235;0;0;32.32589506;10;6.815802469;-0.445987654;0;30;0;2;1;0;1;3;0;3;0;0;4;5;0;0;0;4;5.04308;125.0455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10.53694444;-2.551938657;10.53694444;0.059606481;0.385477949;380.286;360.126;380.0612106;125;6;-0.002170827;-0.092858637;0.092858637;0.002170827;1.083333333;1.708333333;2.083333333;1.42727E-07;717.5799918;17.31962648;13.93974121;16.01459137;11.51320432;7.736535917;11.6976928;6.086427126;11.85992243;4.53208384;11.00776392;2.977814526;8.544806679;-0.860519481;357311.5946;17.94633867;7.172728597;3.036380754;147.4252111;0;0;0;0;0;68.00474376;0;0;0;0;37.86526763;41.8752468;0;0;23.37667559;7.533432285;0;4.496429778;0;30.40386428;0;76.63031636;0;5.304539896;4.496429778;0;0;7.533432285;0;23.37667559;25.77359828;18.05064018;53.5772895;9.632652677;5.304539896;0;53.9;13.06289517;10.31378042;0;17.16608496;0;5.57310453;16.43144288;0;24.92588119;60.27206904;0;3.002384259;-2.551938657;0.133101852;22.43263889;5.894771615;4.777777778;10.72408898;3.998611111;6.326475694;-0.143004115;0.263157895;24;0;3;1;2;3;1;1;2;0;0;5;3;0;1;1;5;5.46602;92.268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2.969135802;0;2.969135802;0;0.347000289;509.525;482.309;509.0853661;113;5;0.022649138;-0.058941191;0.058941191;0.022649138;0.75;1;1.05;-2.47208E-07;352.2224029;15.58542196;14.25592895;18.55773356;8.737687185;6.438982237;7.796886273;4.408473355;6.44532941;3.406991118;4.085943137;1.40625;1.40625;0.102337662;7572.378232;25.07890933;14.05706667;9.92050455;148.231483;0;0;0;0;0;43.17116752;0;0;0;0;18.06994626;64.84067247;22.8993569;0;19.20165261;16.98145085;0;0;0;62.3136348;0;50.48440489;0;0;0;0;0;16.98145085;0;19.20165261;24.14596637;62.3136348;26.33843852;0;0;0;0;0;0;0;16.98145085;0;0;32.25634457;19.20165261;20.7712116;59.77048352;0;1.310185185;1.686728395;0;0;5.87037037;1.467592593;0;8.330246914;18.61265432;0;0.5;20;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;1;6.56166;90.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;14.08298532;-6.779845679;14.08298532;0;0.175398204;748.746;716.49;749.1231651;209;11;-0.411509522;-0.411509522;0.411509522;0.411509522;0.5;0.725;0.9;4.40999E-06;1121.999012;27.84849776;22.27485206;26.77951452;19.05922444;12.41125465;26.96751905;8.340189605;44.45237641;6.33265106;60.76116032;4.869835869;67.15781944;-1.837662338;701627199.4;32.67405635;13.88434407;4.640045004;238.0949821;5.476191836;0;0;0;0;233.8949328;0;0;0;0;0;0;0;0;43.16782086;32.57533056;0;0;0;13.8474744;13.21376393;136.5667349;0;0;21.21815958;0;0;11.35717097;18.68995576;37.69162902;15.2393935;13.8474744;121.3273414;0;0;0;109.66;24.68172349;15.31958218;0;18.68995576;21.21815958;0;0;13.8474744;121.3273414;15.2393935;9.047494323;13.60025825;-6.779845679;0;51.29047399;-7.397613694;0;36.53821548;0;3.881844986;0;0.129032258;40;2;6;0;0;0;4;0;4;2;0;9;13;0;0;0;4;5.20187;156.7983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10.73283678;-2.564926304;10.73283678;0.127279856;0.171488643;649.724;623.516;650.1258688;175;3;-0.013435688;-0.062222468;0.062222468;0.013435688;0.628571429;1.028571429;1.428571429;1.6775E-07;1082.332088;24.13333498;19.09999524;22.71023051;17.34766789;11.22872514;16.46160875;7.498596451;14.50228463;5.099254714;11.60163984;3.4579424;8.832607747;-2.667662338;188154409.4;25.42599502;14.02776017;7.657786085;215.0816255;0;0;0;0;0;101.3561335;0;0;0;0;90.99550603;23.83520778;0;0;26.0454047;23.83520778;0;4.1136577;0;4.390821916;0;157.8017553;0;0;20.02727739;0;0;7.921588092;0;26.0454047;6.606881965;5.563451492;145.6314218;4.390821916;0;0;43.23;25.29925043;5.207253025;0;4.390821916;0;5.563451492;15.91361969;6.606881965;54.63591577;95.10916373;3.460489341;8.831360072;-2.564926304;0;14.92700344;0.964913076;0;41.99841464;7.812010792;1.643878601;-0.445987654;0.033333333;35;0;3;1;0;1;4;0;4;1;0;5;8;0;0;0;5;5.97049;140.9275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;6.688631897;-3.026724537;6.688631897;0;0.598589568;445.374;419.166;445.1171317;159;2;-0.411509522;-0.411509522;0.411509522;0.411509522;1;1.793103448;2.517241379;1.20125E-06;887.4023122;18.81119031;16.73129376;17.91171673;12.98146025;8.754831438;10.77444516;7.265804081;10.28939147;4.966223738;8.857458721;3.658478178;8.079412994;-2.160519481;2061899.319;21.54600696;7.266824247;2.926352359;173.4922653;10.95238367;0;0;0;0;162.7642743;0;0;0;0;0;0;0;0;42.00491905;0;0;7.832485822;0;19.38639965;20.76435149;83.728502;0;0;0;0;0;0;45.08814623;31.05253538;12.52478801;13.8474744;71.20371399;0;0;0;106.4;13.94043036;0;0;16.49130892;11.51832974;29.55409673;0;14.21959508;36.80092216;34.07987;17.11210502;28.99664872;-3.026724537;0;0;1.858168252;2.160041598;0;16.89448764;5.234838672;3.320039656;0.3;29;4;8;2;3;5;0;0;0;6;0;9;2;0;1;1;5;1.63948;103.1376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;13.04405416;-2.226033951;13.04405416;0;0.270548981;587.439;564.255;586.9713384;161;6;0.005056859;-0.076721686;0.076721686;0.005056859;0.625;1.03125;1.3125;4.26574E-07;943.9010475;21.5204508;17.36603594;21.58455635;15.24205407;10.19540989;12.98775486;7.134906126;11.58865679;5.266247495;10.92644951;3.964065806;9.827013704;-1.656623377;24397697.76;24.97545261;11.98824866;5.118564499;212.3678496;0;0;0;0;0;166.0645567;0;0;0;0;24.30408043;0;23.40227248;0;23.09682335;45.94079468;0;0;0;4.512245764;0;140.2210458;0;0;15.91361969;0;0;24.24393004;5.783244946;23.09682335;24.92145932;0;115.2995865;4.512245764;0;0;17.07;7.262479191;4.794537184;0;27.27694156;0;5.658994451;15.91361969;6.420821623;55.34482488;91.09869099;0;0.065603427;2.742789418;13.04405416;3.664455556;0.997685185;0.15138196;31.5644624;13.74782407;0;-2.226033951;0.035714286;32;0;1;2;0;2;3;0;3;1;0;4;4;1;0;1;5;6.00136;137.255;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;5.256639557;-1.909008182;5.256639557;0;0.344940648;583.121;552.881;583.1202489;185;4;0;0;0;0;1;1.833333333;2.583333333;2.66666E-06;1325.650928;24.26685576;21.18062628;23.67465191;16.93556075;12.12518416;14.68327567;9.64299768;13.58400246;6.85085072;11.82643847;4.854235937;10.89328615;-2.486623377;146429176.9;25.17503147;9.761447497;4.012429066;226.654201;0;0;0;0;0;215.4628401;0;0;0;0;0;0;12.40703316;0;16.42739978;23.81575748;0;12.26954433;10.91031078;39.13093176;0;125.3159291;0;0;0;0;0;12.40703316;17.98122933;16.42739978;24.80139012;40.31261399;105.7309218;4.512245764;5.697039313;0;31.73;16.42739978;0;0;12.40703316;10.43015181;17.10265231;39.72833758;0;12.26321064;109.5347047;9.976383254;5.637628391;-1.909008182;9.998154894;0;10.51569305;2.003971913;6.104322611;20.19518091;13.54738975;0;0.233333333;36;0;4;2;3;5;0;1;1;4;0;6;3;0;1;1;6;7.54887;145.131;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
